Date received,Product,Sub-product,Issue,Sub-issue,Company,State,ZIP code,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?
12/21/2016,Debt collection,Credit card,Taking/threatening an illegal action,Seized/Attempted to seize property,"Asta Funding, Inc",NY,212XX,Consent provided,Web,12/21/2016,Closed with explanation,Yes,No
1/26/2016,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,Experian,NY,113XX,Consent provided,Web,1/26/2016,Closed with explanation,Yes,No
1/26/2016,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,"Caliber Home Loans, Inc",MA,017XX,Consent provided,Web,1/26/2016,Closed with explanation,Yes,No
2/1/2016,Credit reporting,,Incorrect information on credit report,Account status,Experian,CA,92620,Consent not provided,Web,2/1/2016,Closed with explanation,Yes,No
2/1/2016,Credit reporting,,Incorrect information on credit report,Account status,Equifax,CA,92620,Consent not provided,Web,2/1/2016,Closed with explanation,Yes,No
2/1/2016,Credit card,,Rewards,,U.S. Bancorp,MI,482XX,Consent provided,Web,2/1/2016,Closed with non-monetary relief,Yes,No
2/9/2016,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,Wells Fargo & Company,CA,92071,N/A,Postal mail,2/9/2016,Closed with explanation,Yes,Yes
2/1/2016,Money transfers,International money transfer,Wrong amount charged or received,,Bank of America,WA,98005,Consent not provided,Web,2/8/2016,Closed with explanation,Yes,Yes
2/1/2016,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,Ocwen,FL,325XX,Consent provided,Web,2/3/2016,Closed with explanation,Yes,No
1/27/2016,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,The Huntington National Bank,OH,43016,N/A,Referral,2/2/2016,Closed with explanation,Yes,No
1/27/2016,Credit card,,APR or interest rate,,JPMorgan Chase & Co.,OH,43123,N/A,Referral,2/1/2016,Closed with explanation,Yes,No
1/27/2016,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,Bank of America,TX,77505,N/A,Referral,2/2/2016,Closed with explanation,Yes,Yes
2/1/2016,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,Nationstar Mortgage,CA,93012,Consent not provided,Web,2/3/2016,Closed with explanation,Yes,Yes
2/1/2016,Debt collection,Mortgage,Cont'd attempts collect debt not owed,Debt was paid,"Sun West Mortgage Company, Inc.",SC,29605,Consent not provided,Web,2/1/2016,Closed with explanation,Yes,Yes
2/1/2016,Credit reporting,,Incorrect information on credit report,Account status,"TransUnion Intermediate Holdings, Inc.",OH,45439,Consent not provided,Web,2/1/2016,Closed with explanation,Yes,No
1/27/2016,Mortgage,Home equity loan or line of credit,"Application, originator, mortgage broker",,Wells Fargo & Company,CA,902XX,Consent provided,Web,1/27/2016,Closed with explanation,Yes,No
2/1/2016,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,Ocwen,FL,32348,N/A,Referral,2/4/2016,Closed with explanation,Yes,No
2/1/2016,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,Ditech Financial LLC,GA,305XX,Consent provided,Web,2/1/2016,Closed with explanation,Yes,Yes
1/27/2016,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,Experian,NC,28216,Consent not provided,Web,2/2/2016,Closed with explanation,Yes,No
2/13/2016,Credit reporting,,Incorrect information on credit report,Information is not mine,Experian,MN,55810,Consent not provided,Web,2/17/2016,Closed with non-monetary relief,Yes,No
1/27/2016,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,Ocwen,TN,381XX,Consent provided,Web,1/27/2016,Closed,Yes,Yes
2/13/2016,Consumer Loan,Vehicle loan,Shopping for a loan or lease,,UNITED AUTO ACCEPTANCE,GA,30296,Consent not provided,Web,2/13/2016,Closed,No,Yes
1/27/2016,Debt collection,Mortgage,Disclosure verification of debt,Not given enough info to verify debt,Rushmore Loan Management Services LLC,CT,5488,Consent not provided,Web,1/27/2016,Closed with explanation,No,No
2/1/2016,Credit reporting,,Credit monitoring or identity protection,Billing dispute,Experian,FL,333XX,Consent provided,Web,2/1/2016,Closed with non-monetary relief,Yes,No
1/27/2016,Debt collection,I do not know,False statements or representation,Impersonated an attorney or official,"Fitzgerald Goldman & Associates, Inc.",LA,707XX,Consent provided,Web,1/27/2016,Closed with explanation,No,No
2/13/2016,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,"Bayview Loan Servicing, LLC",NJ,080XX,Consent provided,Web,2/13/2016,Closed with explanation,Yes,Yes
2/9/2016,Bank account or service,Checking account,"Account opening, closing, or management",,Wells Fargo & Company,FL,32246,N/A,Referral,2/10/2016,Closed with monetary relief,Yes,No
2/9/2016,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,Credit Bureau of Napa,NY,11207,N/A,Postal mail,2/12/2016,Closed with explanation,Yes,No
2/4/2016,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,"Commonwealth Financial Systems, Inc.",TX,75497,Consent not provided,Web,2/4/2016,Closed with explanation,Yes,Yes
1/27/2016,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,Nationstar Mortgage,FL,34731,Consent not provided,Web,1/27/2016,Closed,Yes,No
2/9/2016,Debt collection,Payday loan,Taking/threatening an illegal action,Threatened to sue on too old debt,High Point Asset Inc,MN,553XX,Consent provided,Web,2/11/2016,Untimely response,No,
2/4/2016,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Frequent or repeated calls,"Vital Solutions, Inc.",FL,33024,N/A,Phone,2/8/2016,Closed with explanation,Yes,No
2/1/2016,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,Bank of America,PA,19151,N/A,Postal mail,2/1/2016,Closed with explanation,Yes,No
2/1/2016,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,"Diversified Consultants, Inc.",MI,482XX,Consent provided,Web,2/3/2016,Closed with explanation,Yes,No
1/27/2016,Credit reporting,,Incorrect information on credit report,Account status,Equifax,NH,3246,Consent not provided,Web,1/27/2016,Closed with explanation,Yes,No
2/13/2016,Credit reporting,,Incorrect information on credit report,Public record,"TransUnion Intermediate Holdings, Inc.",GA,30458,Consent not provided,Web,2/13/2016,Closed with explanation,Yes,Yes
2/13/2016,Credit reporting,,Incorrect information on credit report,Public record,Equifax,GA,30458,Consent not provided,Web,2/13/2016,Closed with explanation,Yes,Yes
2/13/2016,Credit reporting,,Incorrect information on credit report,Information is not mine,CoreLogic,IN,469XX,Consent provided,Web,2/13/2016,Closed with explanation,Yes,Yes
2/9/2016,Debt collection,I do not know,Communication tactics,Frequent or repeated calls,Allied Interstate LLC,CT,062XX,Consent provided,Web,3/10/2016,Closed with non-monetary relief,Yes,No
2/13/2016,Prepaid card,General purpose card,Unauthorized transactions/trans. issues,,Citibank,CA,923XX,Consent provided,Web,2/18/2016,Closed with explanation,Yes,No
2/4/2016,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,"Escallate, LLC",NY,11953,Consent not provided,Web,2/4/2016,Closed with explanation,Yes,No
2/13/2016,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,"Pinnacle Recovery, Inc.",TN,371XX,Consent provided,Web,2/13/2016,Closed with explanation,Yes,No
2/1/2016,Credit reporting,,Incorrect information on credit report,Account status,Experian,MI,48656,N/A,Postal mail,3/7/2016,Closed with non-monetary relief,Yes,No
2/4/2016,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,"SCA Collections, Inc.",NC,27030,Consent not provided,Web,2/4/2016,Closed with explanation,Yes,No
2/4/2016,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,JPMorgan Chase & Co.,GA,30340,N/A,Fax,2/4/2016,Closed with explanation,Yes,No
2/13/2016,Credit card,,Other,,Citibank,FL,336XX,Consent provided,Web,2/13/2016,Closed with monetary relief,Yes,No
2/4/2016,Credit reporting,,Incorrect information on credit report,Account status,Experian,TX,760XX,Consent provided,Web,2/4/2016,Closed with explanation,Yes,No
2/4/2016,Debt collection,Payday loan,Disclosure verification of debt,Right to dispute notice not received,"Quick Click Loans, LLC",GA,311XX,Consent provided,Web,2/4/2016,Closed with explanation,Yes,Yes
2/13/2016,Credit reporting,,Incorrect information on credit report,Information is not mine,Experian,WI,54942,Consent not provided,Web,2/18/2016,Closed with non-monetary relief,Yes,Yes
2/13/2016,Credit card,,Credit determination,,"PayPal Holdings, Inc.",FL,32937,Consent not provided,Web,2/18/2016,Closed with non-monetary relief,Yes,No
2/13/2016,Consumer Loan,Vehicle loan,Managing the loan or lease,,TD Bank US Holding Company,NJ,071XX,Consent provided,Web,2/13/2016,Closed with explanation,Yes,No
2/13/2016,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,Cooper Hoffman Klein Associates,TN,373XX,Consent provided,Web,2/13/2016,Untimely response,No,
2/13/2016,Consumer Loan,Vehicle loan,Managing the loan or lease,,PNC Bank N.A.,NJ,7059,Consent not provided,Web,2/13/2016,Closed with explanation,Yes,No
2/13/2016,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,"Nationwide Biweekly Administration, Inc",CT,6234,Consent not provided,Web,2/18/2016,Closed with explanation,Yes,No
2/13/2016,Credit card,,Advertising and marketing,,JPMorgan Chase & Co.,NY,100XX,Consent provided,Web,2/13/2016,Closed with explanation,Yes,No
2/4/2016,Credit card,,Other,,Bank of America,OH,43570,Consent not provided,Web,2/4/2016,Closed with explanation,Yes,No
2/1/2016,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,Ally Financial Inc.,GA,30058,N/A,Postal mail,2/3/2016,Closed with explanation,Yes,No
2/4/2016,Mortgage,Other mortgage,"Application, originator, mortgage broker",,PNC Bank N.A.,SC,296XX,Consent provided,Web,2/5/2016,Closed with explanation,Yes,No
2/1/2016,Credit reporting,,Incorrect information on credit report,Information is not mine,"TransUnion Intermediate Holdings, Inc.",NV,89183,N/A,Postal mail,2/2/2016,Closed with non-monetary relief,Yes,No
2/13/2016,Consumer Loan,Installment loan,Taking out the loan or lease,,"OneMain Financial Holdings, LLC",KY,40241,Consent not provided,Web,2/16/2016,Closed with explanation,Yes,No
2/13/2016,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,Equifax,MA,1020,Consent not provided,Web,2/13/2016,Closed with non-monetary relief,Yes,No
2/9/2016,Credit card,,Cash advance fee,,"PayPal Holdings, Inc.",CA,930XX,Consent provided,Web,2/9/2016,Closed with explanation,Yes,No
2/4/2016,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,Citibank,NY,142XX,Consent provided,Web,2/4/2016,Closed with explanation,Yes,No
2/4/2016,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,Wells Fargo & Company,KS,66203,Consent not provided,Web,2/4/2016,Closed with explanation,Yes,No
2/9/2016,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,JPMorgan Chase & Co.,PA,19008,Consent not provided,Web,2/9/2016,Closed with explanation,Yes,No
2/1/2016,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,Credit Adjustments Inc,MI,492XX,Consent provided,Web,2/1/2016,Closed with explanation,Yes,Yes
2/13/2016,Bank account or service,Checking account,Deposits and withdrawals,,PNC Bank N.A.,MD,21037,Consent not provided,Web,2/13/2016,Closed with explanation,Yes,No
2/13/2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt resulted from identity theft,"Daniels Norelli Scully & Cecere, P.C.",NY,11375,Consent not provided,Web,2/13/2016,Closed with explanation,Yes,Yes
2/16/2016,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,Equifax,GA,30045,Consent not provided,Web,2/16/2016,Closed with explanation,Yes,No
2/9/2016,Bank account or service,Checking account,"Account opening, closing, or management",,Bank of America,GA,30341,Consent not provided,Web,2/9/2016,Closed with explanation,Yes,No
2/9/2016,Credit reporting,,Incorrect information on credit report,Account status,Equifax,PA,191XX,Consent provided,Web,2/11/2016,Closed with explanation,Yes,No
2/4/2016,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,Nationstar Mortgage,CO,801XX,Consent provided,Web,2/4/2016,Closed with explanation,Yes,Yes
2/1/2016,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,"TransUnion Intermediate Holdings, Inc.",NY,11433,Consent not provided,Web,2/1/2016,Closed with explanation,Yes,No
2/1/2016,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,Innovis,GA,30058,N/A,Postal mail,2/22/2016,Closed with explanation,Yes,No
2/13/2016,Credit card,,Late fee,,Citibank,IL,60646,Consent not provided,Web,2/13/2016,Closed with explanation,Yes,Yes
2/13/2016,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,Ocwen,WA,982XX,Consent provided,Web,2/16/2016,Closed with explanation,Yes,No
2/13/2016,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,Ocwen,NY,118XX,Consent provided,Web,2/18/2016,Closed with explanation,Yes,Yes
2/13/2016,Student loan,Non-federal student loan,Can't repay my loan,Can't get flexible payment options,Wells Fargo & Company,OR,977XX,Consent provided,Web,2/13/2016,Closed with explanation,Yes,Yes
2/13/2016,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,Equifax,TX,781XX,Consent provided,Web,2/17/2016,Closed with explanation,Yes,Yes
2/13/2016,Credit card,,Identity theft / Fraud / Embezzlement,,Citibank,CA,951XX,Consent provided,Web,2/19/2016,Closed with explanation,Yes,No
2/1/2016,Credit card,,Other,,Capital One,AZ,852XX,Consent provided,Web,2/1/2016,Closed with explanation,Yes,No
2/13/2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,Financial Business and Consumer Solutions.,CA,900XX,Consent provided,Web,2/13/2016,Closed with explanation,Yes,Yes
2/13/2016,Credit reporting,,Incorrect information on credit report,Information is not mine,"TransUnion Intermediate Holdings, Inc.",PA,19136,Consent not provided,Web,2/13/2016,Closed with non-monetary relief,Yes,No
2/9/2016,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,Synchrony Financial,TN,381XX,Consent provided,Web,2/9/2016,Closed with explanation,Yes,No
2/9/2016,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,Ocwen,NJ,7040,Consent not provided,Web,2/9/2016,Closed with explanation,Yes,Yes
2/14/2016,Credit card,,Unsolicited issuance of credit card,,"PayPal Holdings, Inc.",GA,300XX,Consent provided,Web,2/16/2016,Closed with monetary relief,Yes,No
2/1/2016,Debt collection,I do not know,Communication tactics,Frequent or repeated calls,"Fidelity National Information Services, Inc. (FNIS)",VT,5401,Consent not provided,Web,3/3/2016,Closed with explanation,No,No
2/15/2016,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,"Media Collections, Inc",IN,468XX,Consent provided,Web,2/15/2016,Closed with non-monetary relief,Yes,Yes
2/9/2016,Credit card,,Credit line increase/decrease,,U.S. Bancorp,SC,294XX,Consent provided,Web,2/9/2016,Closed with explanation,Yes,Yes
2/14/2016,Credit card,,Other,,TD Bank US Holding Company,MD,21060,Consent not provided,Web,2/14/2016,Closed with explanation,Yes,No
2/9/2016,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,"FAIR COLLECTIONS & OUTSOURCING, INC.",NY,11103,N/A,Postal mail,2/12/2016,Closed with explanation,Yes,No
2/14/2016,Credit reporting,,Incorrect information on credit report,Information is not mine,"Credit Karma, Inc.",MD,215XX,Consent provided,Web,2/14/2016,Closed with explanation,Yes,No
2/1/2016,Credit card,,Sale of account,,Amex,CA,920XX,Consent provided,Web,2/1/2016,Closed with non-monetary relief,Yes,No
2/14/2016,Bank account or service,Checking account,Problems caused by my funds being low,,"SunTrust Banks, Inc.",DC,200XX,Consent provided,Web,2/14/2016,Closed with explanation,Yes,No
2/4/2016,Debt collection,Medical,False statements or representation,Attempted to collect wrong amount,Transworld Systems Inc.,DC,200XX,Consent provided,Web,2/4/2016,Closed with explanation,Yes,Yes
2/14/2016,Consumer Loan,Vehicle loan,Managing the loan or lease,,PNC Bank N.A.,NY,114XX,Consent provided,Web,2/22/2016,Closed with explanation,Yes,Yes
2/14/2016,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,Experian,TN,379XX,Consent provided,Web,2/14/2016,Closed with non-monetary relief,Yes,No
2/14/2016,Credit card,,Identity theft / Fraud / Embezzlement,,Capital One,TN,37920,Consent not provided,Web,2/14/2016,Closed with explanation,Yes,No
2/9/2016,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,Bank of America,CA,95630,N/A,Phone,2/12/2016,Closed with monetary relief,Yes,Yes
2/4/2016,Debt collection,Payday loan,Disclosure verification of debt,Right to dispute notice not received,"Debt Recovery Solutions, LLC",CA,957XX,Consent provided,Web,2/4/2016,Closed with explanation,Yes,No
2/1/2016,Mortgage,FHA mortgage,Credit decision / Underwriting,,M&T Bank Corporation,CT,061XX,Consent provided,Web,2/1/2016,Closed with explanation,Yes,No
2/1/2016,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,"Professional Debt Mediation, Inc.",NY,140XX,Consent provided,Web,2/1/2016,Closed with explanation,Yes,No
2/14/2016,Mortgage,Other mortgage,"Application, originator, mortgage broker",,Ocwen,OH,45715,Consent not provided,Web,2/14/2016,Closed with explanation,Yes,No
2/14/2016,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,Experian,CA,92880,Consent not provided,Web,2/14/2016,Closed with explanation,Yes,Yes
2/9/2016,Credit card,,Billing disputes,,Wells Fargo & Company,FL,344XX,Consent provided,Web,2/9/2016,Closed with explanation,Yes,Yes
2/1/2016,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,Experian,GA,30058,N/A,Postal mail,2/3/2016,Closed with non-monetary relief,Yes,No
2/1/2016,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,Experian,GA,30058,N/A,Postal mail,2/4/2016,Closed with non-monetary relief,Yes,No
2/14/2016,Credit reporting,,Credit monitoring or identity protection,Billing dispute,"TransUnion Intermediate Holdings, Inc.",WV,253XX,Consent provided,Web,2/14/2016,Closed with monetary relief,Yes,No
2/9/2016,Bank account or service,Checking account,Problems caused by my funds being low,,Wells Fargo & Company,VA,22004,N/A,Phone,2/10/2016,Closed with explanation,Yes,No
2/14/2016,Credit reporting,,Incorrect information on credit report,Account status,"TransUnion Intermediate Holdings, Inc.",NC,27612,Consent not provided,Web,2/14/2016,Closed with non-monetary relief,Yes,No
2/14/2016,Credit reporting,,Incorrect information on credit report,Account terms,Equifax,NC,27612,Consent not provided,Web,2/14/2016,Closed with explanation,Yes,No
2/4/2016,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,"Fay Servicing, LLC",MD,20720,Consent not provided,Web,2/4/2016,Closed with explanation,Yes,Yes
2/9/2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,"Atlas Collections, Inc.",IN,46055,N/A,Fax,2/11/2016,Closed with explanation,Yes,No
2/15/2016,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,Equifax,CA,917XX,Consent provided,Web,2/15/2016,Closed with explanation,Yes,No
2/14/2016,Prepaid card,General purpose card,Fraud or scam,,"NetSpend Corporation,  a TSYS Company",VA,236XX,Consent provided,Web,2/18/2016,Closed with explanation,Yes,No
2/14/2016,Credit card,,Billing disputes,,"OneMain Financial Holdings, LLC",CT,068XX,Consent provided,Web,2/18/2016,Closed with explanation,Yes,No
2/1/2016,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,Experian,GA,30058,N/A,Postal mail,2/4/2016,Closed with non-monetary relief,Yes,No
2/14/2016,Credit reporting,,Incorrect information on credit report,Information is not mine,"Fidelity National Information Services, Inc. (FNIS)",MN,554XX,Consent provided,Web,2/14/2016,Closed with explanation,Yes,No
2/9/2016,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,Citibank,OH,441XX,Consent provided,Web,2/9/2016,Closed with explanation,Yes,No
2/1/2016,Debt collection,I do not know,Communication tactics,Frequent or repeated calls,Radius Global Solutions LLC,FL,34238,N/A,Phone,2/3/2016,Closed with explanation,Yes,No
2/14/2016,Credit card,,Identity theft / Fraud / Embezzlement,,JPMorgan Chase & Co.,IL,60506,Consent not provided,Web,2/14/2016,Closed with explanation,Yes,No
2/4/2016,Mortgage,FHA mortgage,"Application, originator, mortgage broker",,Wells Fargo & Company,CA,92127,Consent not provided,Web,2/8/2016,Closed with explanation,Yes,No
2/1/2016,Student loan,Non-federal student loan,Dealing with my lender or servicer,Received bad information about my loan,Sallie Mae,NH,3055,Consent not provided,Web,2/1/2016,Closed with explanation,Yes,No
2/1/2016,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,Equifax,GA,30058,N/A,Postal mail,2/4/2016,Closed with explanation,Yes,No
2/14/2016,Consumer Loan,Vehicle loan,Taking out the loan or lease,,Santander Consumer USA Holdings Inc,LA,70601,Consent not provided,Web,2/14/2016,Closed with explanation,Yes,No
2/14/2016,Credit reporting,,Incorrect information on credit report,Account status,Equifax,MA,1108,Consent not provided,Web,2/14/2016,Closed with explanation,Yes,Yes
2/14/2016,Credit reporting,,Incorrect information on credit report,Account status,Experian,MA,1108,Consent not provided,Web,2/14/2016,Closed with non-monetary relief,Yes,No
2/1/2016,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,Fifth Third Financial Corporation,IN,47130,N/A,Phone,2/3/2016,Closed with monetary relief,Yes,No
2/14/2016,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,ERC,GA,300XX,Consent provided,Web,3/22/2016,Closed with non-monetary relief,Yes,No
2/14/2016,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,"Pressler & Pressler, LLP",NJ,078XX,Consent provided,Web,2/14/2016,Closed with explanation,Yes,No
2/9/2016,Consumer Loan,Installment loan,Problems when you are unable to pay,,"Community Choice Financial, Inc.",NC,27909,Consent not provided,Web,2/9/2016,Closed with explanation,Yes,No
2/14/2016,Credit reporting,,Incorrect information on credit report,Personal information,"TransUnion Intermediate Holdings, Inc.",OH,43231,Consent not provided,Web,2/19/2016,Closed with non-monetary relief,Yes,No
2/9/2016,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,Wells Fargo & Company,NY,117XX,Consent provided,Web,2/9/2016,Closed with explanation,Yes,Yes
2/1/2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,"Credit Systems of the Fox Valley, Inc.",WI,541XX,Consent provided,Web,2/1/2016,Closed with explanation,Yes,No
2/14/2016,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,Specialized Loan Servicing LLC,MA,1915,Consent not provided,Web,2/14/2016,Closed with explanation,Yes,No
2/14/2016,Credit reporting,,Incorrect information on credit report,Information is not mine,Equifax,CA,93505,Consent not provided,Web,2/14/2016,Closed with explanation,Yes,No
2/9/2016,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,ERC,PA,16127,Consent not provided,Web,2/9/2016,Closed with non-monetary relief,Yes,No
2/14/2016,Credit card,,Balance transfer fee,,Bank of America,MA,024XX,Consent provided,Web,2/14/2016,Closed with monetary relief,Yes,No
2/9/2016,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,"Seterus, Inc.",PA,181XX,Consent provided,Web,2/9/2016,Closed with explanation,Yes,No
2/9/2016,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,Selene Finance,MA,1754,Consent not provided,Web,2/9/2016,Closed with explanation,Yes,No
2/14/2016,Bank account or service,Checking account,"Account opening, closing, or management",,JPMorgan Chase & Co.,TX,77429,Consent not provided,Web,2/14/2016,Closed with explanation,Yes,Yes
2/4/2016,Credit card,,Other,,Citibank,NY,11217,Consent not provided,Web,2/4/2016,Closed with explanation,Yes,No
2/9/2016,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,Citibank,CT,068XX,Consent provided,Web,2/11/2016,Closed with non-monetary relief,Yes,Yes
2/1/2016,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,"TransUnion Intermediate Holdings, Inc.",GA,30058,N/A,Postal mail,2/3/2016,Closed with explanation,Yes,No
2/4/2016,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,Capital One,NJ,078XX,Consent provided,Web,2/4/2016,Closed with explanation,Yes,Yes
2/14/2016,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,"Collins & Hilton Asset Group, LLC",KY,40220,Consent not provided,Web,2/18/2016,Closed with explanation,Yes,No
2/15/2016,Money transfers,International money transfer,Other transaction issues,,Xoom,NV,890XX,Consent provided,Web,2/15/2016,Closed with explanation,Yes,No
2/14/2016,Bank account or service,Checking account,Deposits and withdrawals,,Bank of the West,VA,240XX,Consent provided,Web,2/14/2016,Closed with explanation,No,No
2/14/2016,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,Experian,TX,773XX,Consent provided,Web,2/14/2016,Closed with non-monetary relief,Yes,No
2/1/2016,Bank account or service,Checking account,"Account opening, closing, or management",,PNC Bank N.A.,FL,342XX,Consent provided,Web,2/1/2016,Closed with monetary relief,Yes,No
2/14/2016,Consumer Loan,Vehicle loan,Managing the loan or lease,,Bank of America,NY,114XX,Consent provided,Web,2/22/2016,Closed with explanation,Yes,No
2/1/2016,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,Rash Curtis and Associates,CA,94404,Consent not provided,Web,2/1/2016,Closed with explanation,Yes,No
2/14/2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,Transworld Systems Inc.,ID,83616,Consent not provided,Web,2/18/2016,Closed with explanation,Yes,No
2/1/2016,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,Round Point Mortgage,TX,782XX,Consent provided,Web,2/1/2016,Closed with explanation,Yes,No
2/9/2016,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,Encore Capital Group,CA,953XX,Consent provided,Web,2/9/2016,Closed with explanation,Yes,No
2/14/2016,Credit card,,Other,,Amex,CA,91301,Consent not provided,Web,2/14/2016,Closed with explanation,Yes,No
2/1/2016,Credit reporting,,Incorrect information on credit report,Information is not mine,Experian,CA,94404,Consent not provided,Web,2/1/2016,Closed with explanation,Yes,Yes
2/1/2016,Credit card,,Other,,Synchrony Financial,TN,376XX,Consent provided,Web,2/1/2016,Closed with non-monetary relief,Yes,No
2/9/2016,Credit card,,Other,,TD Bank US Holding Company,LA,70001,Consent not provided,Web,2/9/2016,Closed with explanation,Yes,No
2/14/2016,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,Wells Fargo & Company,TX,752XX,Consent provided,Web,2/14/2016,Closed with explanation,Yes,No
2/9/2016,Consumer Loan,Vehicle loan,Shopping for a loan or lease,,Sierra Holdings LLC,GA,30096,N/A,Phone,2/10/2016,Closed with explanation,Yes,Yes
2/14/2016,Credit card,,Identity theft / Fraud / Embezzlement,,Synovus Bank,CA,951XX,Consent provided,Web,2/18/2016,Closed with explanation,Yes,No
2/14/2016,Credit card,,Billing disputes,,Barclays PLC,VA,235XX,Consent provided,Web,2/14/2016,Closed with monetary relief,Yes,No
2/9/2016,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",,Rushmore Loan Management Services LLC,PA,191XX,Other,Web,2/9/2016,Closed with explanation,Yes,No
